Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month,Day,Weekday,Quarter,Year,Is_Weekend,Season,Total Amount_Daily,Rolling_7D,Lag_1,Lag_7,Purchase_Frequency,Average_Spend,Category_Popularity
179,2023-09-29,CUST179,Male,31,Electronics,1,300,300,9,29,Friday,3,2023,False,Autumn,2550,685.0,425.0,105.0,1,300.0,337
181,2023-11-03,CUST181,Male,19,Electronics,4,300,1200,11,3,Friday,4,2023,False,Autumn,1200,1618.5714285714287,1915.0,740.0,1,300.0,337
182,2023-06-15,CUST182,Male,62,Beauty,4,30,120,6,15,Thursday,2,2023,False,Summer,220,1362.857142857143,900.0,1700.0,1,30.0,301
183,2023-09-08,CUST183,Female,43,Beauty,3,300,900,9,8,Friday,3,2023,False,Autumn,1125,930.0,420.0,1375.0,1,300.0,301
184,2023-01-10,CUST184,Male,31,Electronics,4,50,200,1,10,Tuesday,1,2023,False,Winter,230,595.0,200.0,600.0,1,50.0,337
185,2023-02-27,CUST185,Male,24,Clothing,1,25,25,2,27,Monday,1,2023,False,Winter,1825,1191.4285714285713,50.0,1130.0,1,25.0,344
186,2023-07-05,CUST186,Male,20,Clothing,4,50,200,7,5,Wednesday,3,2023,False,Summer,780,962.8571428571429,500.0,900.0,1,50.0,344
187,2023-06-07,CUST187,Female,64,Clothing,2,50,100,6,7,Wednesday,2,2023,False,Summer,150,652.1428571428571,1950.0,2300.0,1,50.0,344
188,2023-05-03,CUST188,Male,40,Clothing,3,25,75,5,3,Wednesday,2,2023,False,Spring,300,681.4285714285714,165.0,270.0,1,25.0,344
189,2023-01-30,CUST189,Male,63,Beauty,1,50,50,1,30,Monday,1,2023,False,Winter,740,1066.4285714285713,600.0,3120.0,1,50.0,301
190,2023-05-04,CUST190,Female,60,Beauty,3,30,90,5,4,Thursday,2,2023,False,Spring,1140,640.0,300.0,1430.0,1,30.0,301
191,2023-10-18,CUST191,Male,64,Beauty,1,25,25,10,18,Wednesday,4,2023,False,Autumn,2025,1188.5714285714287,175.0,2250.0,1,25.0,301
192,2023-02-10,CUST192,Male,62,Beauty,2,50,100,2,10,Friday,1,2023,False,Winter,1900,1225.0,600.0,1230.0,1,50.0,301
193,2023-02-13,CUST193,Male,35,Beauty,3,500,1500,2,13,Monday,1,2023,False,Winter,3600,1620.0,500.0,625.0,1,500.0,301
194,2023-09-06,CUST194,Male,55,Clothing,4,50,200,9,6,Wednesday,3,2023,False,Autumn,1765,1242.857142857143,530.0,2630.0,1,50.0,344
195,2023-02-05,CUST195,Male,52,Clothing,1,30,30,2,5,Sunday,1,2023,True,Winter,1805,1867.142857142857,1120.0,600.0,1,30.0,344
196,2023-09-30,CUST196,Female,32,Clothing,3,300,900,9,30,Saturday,3,2023,True,Autumn,2900,1079.2857142857142,2550.0,140.0,1,300.0,344
197,2023-03-06,CUST197,Female,42,Clothing,4,50,200,3,6,Monday,1,2023,False,Spring,625,850.7142857142857,420.0,1825.0,1,50.0,344
198,2023-03-07,CUST198,Female,54,Beauty,3,300,900,3,7,Tuesday,1,2023,False,Spring,3040,973.5714285714286,625.0,2180.0,1,300.0,301
199,2023-12-04,CUST199,Male,45,Beauty,3,500,1500,12,4,Monday,4,2023,False,Winter,1730,1163.5714285714287,600.0,235.0,1,500.0,301
200,2023-09-01,CUST200,Male,27,Beauty,3,50,150,9,1,Friday,3,2023,False,Autumn,1375,1398.5714285714287,2360.0,1305.0,1,50.0,301
201,2023-10-09,CUST201,Male,56,Electronics,1,25,25,10,9,Monday,4,2023,False,Autumn,195,1704.2857142857142,2025.0,1245.0,1,25.0,337
202,2023-03-26,CUST202,Female,34,Clothing,4,300,1200,3,26,Sunday,1,2023,True,Spring,1420,1869.2857142857142,1625.0,80.0,1,300.0,344
203,2023-05-16,CUST203,Male,56,Clothing,2,500,1000,5,16,Tuesday,2,2023,False,Spring,7260,1875.7142857142858,1680.0,660.0,1,500.0,344
204,2023-09-28,CUST204,Male,39,Beauty,1,25,25,9,28,Thursday,3,2023,False,Autumn,425,335.7142857142857,100.0,160.0,1,25.0,301
205,2023-11-07,CUST205,Female,43,Clothing,1,25,25,11,7,Tuesday,4,2023,False,Autumn,1560,1589.2857142857142,2700.0,1790.0,1,25.0,344
206,2023-08-05,CUST206,Male,61,Clothing,1,25,25,8,5,Saturday,3,2023,True,Summer,5205,1197.142857142857,260.0,575.0,1,25.0,344
207,2023-04-19,CUST207,Female,42,Beauty,2,25,50,4,19,Wednesday,2,2023,False,Spring,2725,885.7142857142857,500.0,50.0,1,25.0,301
208,2023-10-04,CUST208,Female,34,Electronics,4,50,200,10,4,Wednesday,4,2023,False,Autumn,3010,2157.1428571428573,2170.0,100.0,1,50.0,337
209,2023-12-20,CUST209,Female,30,Electronics,4,50,200,12,20,Wednesday,4,2023,False,Winter,1350,1390.0,790.0,725.0,1,50.0,337
210,2023-04-13,CUST210,Male,37,Electronics,4,50,200,4,13,Thursday,2,2023,False,Spring,360,1135.0,1590.0,2100.0,1,50.0,337
211,2024-01-01,CUST211,Male,42,Beauty,3,500,1500,1,1,Monday,1,2024,False,Winter,1530,1547.857142857143,50.0,200.0,1,500.0,301
212,2023-06-09,CUST212,Male,21,Clothing,3,500,1500,6,9,Friday,2,2023,False,Summer,1820,1110.7142857142858,1700.0,150.0,1,500.0,344
213,2023-07-24,CUST213,Male,27,Beauty,3,500,1500,7,24,Monday,3,2023,False,Summer,4610,1565.7142857142858,2000.0,3000.0,1,500.0,301
214,2023-12-10,CUST214,Male,20,Beauty,2,30,60,12,10,Sunday,4,2023,True,Winter,1420,2384.285714285714,3925.0,600.0,1,30.0,301
215,2023-11-29,CUST215,Male,58,Clothing,3,500,1500,11,29,Wednesday,4,2023,False,Autumn,1825,985.7142857142857,390.0,2200.0,1,500.0,344
216,2023-07-11,CUST216,Male,62,Electronics,2,50,100,7,11,Tuesday,3,2023,False,Summer,200,645.0,325.0,1750.0,1,50.0,337
217,2023-08-13,CUST217,Female,35,Electronics,4,50,200,8,13,Sunday,3,2023,True,Summer,700,940.7142857142857,1370.0,2500.0,1,50.0,337
218,2023-09-22,CUST218,Male,64,Beauty,3,30,90,9,22,Friday,3,2023,False,Autumn,140,618.5714285714286,105.0,1200.0,1,30.0,301
219,2023-08-20,CUST219,Female,53,Electronics,3,30,90,8,20,Sunday,3,2023,True,Summer,90,1097.142857142857,2160.0,1370.0,1,30.0,337
220,2023-03-03,CUST220,Male,64,Beauty,1,500,500,3,3,Friday,1,2023,False,Spring,970,1190.7142857142858,300.0,3200.0,1,500.0,301
221,2023-05-07,CUST221,Male,39,Beauty,2,300,600,5,7,Sunday,2,2023,True,Spring,995,819.2857142857143,990.0,155.0,1,300.0,301
222,2023-04-26,CUST222,Male,51,Clothing,4,30,120,4,26,Wednesday,2,2023,False,Spring,270,1039.2857142857142,160.0,2725.0,1,30.0,344
223,2023-02-02,CUST223,Female,64,Clothing,1,25,25,2,2,Thursday,1,2023,False,Winter,1375,1538.5714285714287,4700.0,2570.0,1,25.0,344
224,2023-06-23,CUST224,Female,25,Clothing,1,50,50,6,23,Friday,2,2023,False,Summer,170,1007.1428571428571,1220.0,230.0,1,50.0,344
225,2023-01-11,CUST225,Female,57,Beauty,4,25,100,1,11,Wednesday,1,2023,False,Winter,280,457.85714285714283,230.0,1240.0,1,25.0,301
226,2023-10-29,CUST226,Female,61,Clothing,1,50,50,10,29,Sunday,4,2023,True,Autumn,1250,2012.857142857143,3650.0,50.0,1,50.0,344
227,2023-10-11,CUST227,Male,36,Electronics,2,50,100,10,11,Wednesday,4,2023,False,Autumn,2250,1588.5714285714287,2120.0,3010.0,1,50.0,337
228,2023-04-28,CUST228,Female,59,Electronics,2,30,60,4,28,Friday,2,2023,False,Spring,135,756.4285714285714,1430.0,170.0,1,30.0,337
229,2023-10-29,CUST229,Male,58,Beauty,3,30,90,10,29,Sunday,4,2023,True,Autumn,1250,2012.857142857143,3650.0,50.0,1,30.0,301
230,2023-04-23,CUST230,Male,54,Beauty,1,25,25,4,23,Sunday,2,2023,True,Spring,2905,1417.857142857143,225.0,300.0,1,25.0,301
232,2023-02-06,CUST232,Female,43,Beauty,1,25,25,2,6,Monday,1,2023,False,Winter,625,1850.7142857142858,1805.0,740.0,1,25.0,301
233,2023-12-29,CUST233,Female,51,Beauty,2,300,600,12,29,Friday,4,2023,False,Winter,3400,1615.0,2075.0,1000.0,1,300.0,301
234,2023-11-20,CUST234,Female,62,Electronics,2,25,50,11,20,Monday,4,2023,False,Autumn,50,1185.7142857142858,300.0,1225.0,1,25.0,337
235,2023-01-31,CUST235,Female,23,Electronics,2,500,1000,1,31,Tuesday,1,2023,False,Winter,2100,1045.0,740.0,2250.0,1,500.0,337
236,2023-04-28,CUST236,Female,54,Clothing,1,25,25,4,28,Friday,2,2023,False,Spring,135,756.4285714285714,1430.0,170.0,1,25.0,344
237,2023-02-04,CUST237,Female,50,Beauty,2,500,1000,2,4,Saturday,1,2023,True,Winter,1120,1695.0,1230.0,1020.0,1,500.0,301
238,2023-01-17,CUST238,Female,39,Beauty,1,500,500,1,17,Tuesday,1,2023,False,Winter,1645,1470.7142857142858,4000.0,200.0,1,500.0,301
239,2023-06-19,CUST239,Male,38,Electronics,3,500,1500,6,19,Monday,2,2023,False,Summer,2945,1020.7142857142857,900.0,50.0,1,500.0,337
240,2023-02-06,CUST240,Female,23,Beauty,1,300,300,2,6,Monday,1,2023,False,Winter,625,1850.7142857142858,1805.0,740.0,1,300.0,301
241,2023-09-21,CUST241,Female,23,Electronics,3,25,75,9,21,Thursday,3,2023,False,Autumn,105,770.0,160.0,50.0,1,25.0,337
242,2023-05-02,CUST242,Male,21,Clothing,1,25,25,5,2,Tuesday,2,2023,False,Spring,165,677.1428571428571,625.0,160.0,1,25.0,344
243,2023-05-23,CUST243,Female,47,Electronics,3,300,900,5,23,Tuesday,2,2023,False,Spring,8455,2691.4285714285716,1810.0,7260.0,1,300.0,337
244,2023-12-09,CUST244,Male,28,Beauty,2,50,100,12,9,Saturday,4,2023,True,Winter,3925,2267.1428571428573,2800.0,3030.0,1,50.0,301
245,2023-09-06,CUST245,Male,47,Clothing,3,30,90,9,6,Wednesday,3,2023,False,Autumn,1765,1242.857142857143,530.0,2630.0,1,30.0,344
246,2023-04-20,CUST246,Female,48,Electronics,2,25,50,4,20,Thursday,2,2023,False,Spring,3375,1140.7142857142858,2725.0,1590.0,1,25.0,337
247,2023-10-04,CUST247,Male,41,Electronics,2,30,60,10,4,Wednesday,4,2023,False,Autumn,3010,2157.1428571428573,2170.0,100.0,1,30.0,337
248,2023-03-09,CUST248,Male,26,Clothing,3,300,900,3,9,Thursday,1,2023,False,Spring,1200,1040.0,25.0,300.0,1,300.0,344
249,2023-10-20,CUST249,Male,20,Clothing,1,50,50,10,20,Friday,4,2023,False,Autumn,50,1225.7142857142858,1860.0,1175.0,1,50.0,344
250,2023-10-23,CUST250,Male,48,Electronics,1,50,50,10,23,Monday,4,2023,False,Autumn,800,987.1428571428571,1950.0,2860.0,1,50.0,337
251,2023-08-31,CUST251,Female,57,Beauty,4,50,200,8,31,Thursday,3,2023,False,Summer,2360,1388.5714285714287,2630.0,1730.0,1,50.0,301
252,2023-05-05,CUST252,Male,54,Electronics,1,300,300,5,5,Friday,2,2023,False,Spring,1520,837.8571428571429,1140.0,135.0,1,300.0,337
253,2023-08-31,CUST253,Female,53,Clothing,4,500,2000,8,31,Thursday,3,2023,False,Summer,2360,1388.5714285714287,2630.0,1730.0,1,500.0,344
254,2023-07-28,CUST254,Male,41,Electronics,1,500,500,7,28,Friday,3,2023,False,Summer,3450,2057.1428571428573,1190.0,1000.0,1,500.0,337
255,2023-04-08,CUST255,Male,48,Clothing,1,30,30,4,8,Saturday,2,2023,True,Spring,2450,2224.285714285714,1200.0,200.0,1,30.0,344
256,2023-02-18,CUST256,Male,23,Clothing,2,500,1000,2,18,Saturday,1,2023,True,Winter,1000,2072.1428571428573,5890.0,1900.0,1,500.0,344
257,2023-02-19,CUST257,Male,19,Beauty,4,500,2000,2,19,Sunday,1,2023,True,Winter,2025,2045.0,1000.0,2215.0,1,500.0,301
258,2023-12-04,CUST258,Female,37,Clothing,1,50,50,12,4,Monday,4,2023,False,Winter,1730,1163.5714285714287,600.0,235.0,1,50.0,344
259,2023-08-09,CUST259,Female,45,Clothing,4,50,200,8,9,Wednesday,3,2023,False,Summer,1010,1679.2857142857142,1385.0,50.0,1,50.0,344
260,2023-07-01,CUST260,Male,28,Beauty,2,30,60,7,1,Saturday,3,2023,True,Summer,1750,1308.5714285714287,1030.0,6220.0,1,30.0,301
261,2023-08-05,CUST261,Male,21,Clothing,2,25,50,8,5,Saturday,3,2023,True,Summer,5205,1197.142857142857,260.0,575.0,1,25.0,344
262,2023-07-30,CUST262,Female,32,Beauty,4,30,120,7,30,Sunday,3,2023,True,Summer,270,1870.7142857142858,575.0,2000.0,1,30.0,301
263,2023-08-28,CUST263,Male,23,Beauty,2,30,60,8,28,Monday,3,2023,False,Summer,350,1105.0,1725.0,1560.0,1,30.0,301
264,2023-01-28,CUST264,Male,47,Clothing,3,300,900,1,28,Saturday,1,2023,True,Winter,1020,1367.142857142857,235.0,2090.0,1,300.0,344
265,2023-12-11,CUST265,Male,55,Clothing,3,300,900,12,11,Monday,4,2023,False,Winter,950,2272.8571428571427,1420.0,1730.0,1,300.0,344
266,2023-12-01,CUST266,Female,19,Electronics,2,30,60,12,1,Friday,4,2023,False,Winter,110,681.4285714285714,460.0,1110.0,1,30.0,337
267,2023-11-27,CUST267,Female,32,Beauty,3,30,90,11,27,Monday,4,2023,False,Autumn,235,1135.0,1600.0,50.0,1,30.0,301
268,2023-02-20,CUST268,Female,28,Electronics,1,30,30,2,20,Monday,1,2023,False,Winter,1130,2135.0,2025.0,500.0,1,30.0,337
269,2023-02-01,CUST269,Male,25,Clothing,4,500,2000,2,1,Wednesday,1,2023,False,Winter,4700,1709.2857142857142,2100.0,50.0,1,500.0,344
270,2023-07-26,CUST270,Male,43,Electronics,1,300,300,7,26,Wednesday,3,2023,False,Summer,1000,1831.4285714285713,2000.0,950.0,1,300.0,337
271,2023-06-23,CUST271,Female,62,Beauty,4,30,120,6,23,Friday,2,2023,False,Summer,170,1007.1428571428571,1220.0,230.0,1,30.0,301
272,2023-02-25,CUST272,Female,61,Electronics,2,50,100,2,25,Saturday,1,2023,True,Winter,2550,1374.2857142857142,3200.0,1000.0,1,50.0,337
273,2023-05-08,CUST273,Female,22,Beauty,1,50,50,5,8,Monday,2,2023,False,Spring,4200,1330.0,995.0,625.0,1,50.0,301
274,2023-04-09,CUST274,Female,23,Clothing,2,500,1000,4,9,Sunday,2,2023,True,Spring,2235,2372.1428571428573,2450.0,1200.0,1,500.0,344
275,2023-04-08,CUST275,Male,43,Clothing,2,500,1000,4,8,Saturday,2,2023,True,Spring,2450,2224.285714285714,1200.0,200.0,1,500.0,344
276,2023-10-02,CUST276,Female,21,Beauty,4,25,100,10,2,Monday,4,2023,False,Autumn,1245,1587.142857142857,2800.0,390.0,1,25.0,301
277,2023-08-18,CUST277,Male,36,Clothing,4,25,100,8,18,Friday,3,2023,False,Summer,1630,1100.0,900.0,200.0,1,25.0,344
278,2023-03-13,CUST278,Female,37,Clothing,4,25,100,3,13,Monday,1,2023,False,Spring,300,823.5714285714286,525.0,625.0,1,25.0,344
279,2023-08-05,CUST279,Male,50,Clothing,1,500,500,8,5,Saturday,3,2023,True,Summer,5205,1197.142857142857,260.0,575.0,1,500.0,344
280,2023-04-04,CUST280,Female,37,Clothing,3,500,1500,4,4,Tuesday,2,2023,False,Spring,1620,1517.142857142857,2600.0,590.0,1,500.0,344
281,2023-05-23,CUST281,Female,29,Beauty,4,500,2000,5,23,Tuesday,2,2023,False,Spring,8455,2691.4285714285716,1810.0,7260.0,1,500.0,301
282,2023-08-25,CUST282,Female,64,Electronics,4,50,200,8,25,Friday,3,2023,False,Summer,395,1216.4285714285713,1305.0,1630.0,1,50.0,337
283,2023-05-08,CUST283,Female,18,Electronics,1,500,500,5,8,Monday,2,2023,False,Spring,4200,1330.0,995.0,625.0,1,500.0,337
284,2023-02-08,CUST284,Male,43,Clothing,4,50,200,2,8,Wednesday,1,2023,False,Winter,425,1240.0,2100.0,4700.0,1,50.0,344
285,2023-08-15,CUST285,Female,31,Electronics,1,25,25,8,15,Tuesday,3,2023,False,Summer,970,911.4285714285714,1230.0,1385.0,1,25.0,337
286,2023-10-09,CUST286,Male,55,Electronics,2,25,50,10,9,Monday,4,2023,False,Autumn,195,1704.2857142857142,2025.0,1245.0,1,25.0,337
287,2023-02-20,CUST287,Male,54,Clothing,4,25,100,2,20,Monday,1,2023,False,Winter,1130,2135.0,2025.0,500.0,1,25.0,344
288,2023-01-26,CUST288,Male,28,Clothing,4,30,120,1,26,Thursday,1,2023,False,Winter,2570,1504.2857142857142,50.0,30.0,1,30.0,344
289,2023-11-30,CUST289,Male,53,Electronics,2,30,60,11,30,Thursday,4,2023,False,Autumn,460,824.2857142857143,1825.0,1590.0,1,30.0,337
290,2023-10-04,CUST290,Female,30,Beauty,2,300,600,10,4,Wednesday,4,2023,False,Autumn,3010,2157.1428571428573,2170.0,100.0,1,300.0,301
291,2023-01-08,CUST291,Male,60,Clothing,2,300,600,1,8,Sunday,1,2023,True,Winter,625,871.4285714285714,150.0,3600.0,1,300.0,344
292,2023-02-17,CUST292,Male,20,Beauty,4,300,1200,2,17,Friday,1,2023,False,Winter,5890,2200.714285714286,900.0,600.0,1,300.0,301
293,2023-05-02,CUST293,Male,50,Electronics,3,30,90,5,2,Tuesday,2,2023,False,Spring,165,677.1428571428571,625.0,160.0,1,30.0,337
294,2023-03-27,CUST294,Female,23,Clothing,3,30,90,3,27,Monday,1,2023,False,Spring,590,1532.142857142857,1420.0,2950.0,1,30.0,344
295,2023-07-28,CUST295,Female,27,Beauty,3,300,900,7,28,Friday,3,2023,False,Summer,3450,2057.1428571428573,1190.0,1000.0,1,300.0,301
296,2023-09-06,CUST296,Female,22,Clothing,4,300,1200,9,6,Wednesday,3,2023,False,Autumn,1765,1242.857142857143,530.0,2630.0,1,300.0,344
297,2023-09-04,CUST297,Female,40,Electronics,2,500,1000,9,4,Monday,3,2023,False,Autumn,1000,1340.7142857142858,300.0,1725.0,1,500.0,337
298,2023-04-20,CUST298,Male,27,Beauty,4,300,1200,4,20,Thursday,2,2023,False,Spring,3375,1140.7142857142858,2725.0,1590.0,1,300.0,301
299,2023-07-25,CUST299,Male,61,Electronics,2,500,1000,7,25,Tuesday,3,2023,False,Summer,2000,1824.2857142857142,4610.0,190.0,1,500.0,337
300,2023-01-31,CUST300,Female,19,Electronics,4,50,200,1,31,Tuesday,1,2023,False,Winter,2100,1045.0,740.0,2250.0,1,50.0,337
301,2023-03-26,CUST301,Male,30,Clothing,4,30,120,3,26,Sunday,1,2023,True,Spring,1420,1869.2857142857142,1625.0,80.0,1,30.0,344
302,2023-07-14,CUST302,Male,57,Beauty,2,300,600,7,14,Friday,3,2023,False,Summer,5125,1180.0,100.0,780.0,1,300.0,301
304,2023-07-19,CUST304,Female,37,Electronics,2,30,60,7,19,Wednesday,3,2023,False,Summer,2060,1636.4285714285713,950.0,200.0,1,30.0,337
305,2023-05-16,CUST305,Female,18,Beauty,1,30,30,5,16,Tuesday,2,2023,False,Spring,7260,1875.7142857142858,1680.0,660.0,1,30.0,301
306,2023-08-21,CUST306,Male,54,Electronics,1,50,50,8,21,Monday,3,2023,False,Summer,1560,1220.0,90.0,700.0,1,50.0,337
307,2023-05-27,CUST307,Female,26,Electronics,2,25,50,5,27,Saturday,2,2023,True,Spring,2200,2862.1428571428573,2020.0,725.0,1,25.0,337
308,2023-08-05,CUST308,Female,34,Beauty,4,300,1200,8,5,Saturday,3,2023,True,Summer,5205,1197.142857142857,260.0,575.0,1,300.0,301
309,2023-12-23,CUST309,Female,26,Beauty,1,25,25,12,23,Saturday,4,2023,True,Winter,1850,1291.4285714285713,1000.0,1130.0,1,25.0,301
310,2023-10-12,CUST310,Female,28,Beauty,1,25,25,10,12,Thursday,4,2023,False,Autumn,475,1580.7142857142858,2250.0,530.0,1,25.0,301
311,2023-12-05,CUST311,Female,32,Beauty,4,25,100,12,5,Tuesday,4,2023,False,Winter,2475,1461.4285714285713,1730.0,390.0,1,25.0,301
312,2023-09-07,CUST312,Male,41,Clothing,4,30,120,9,7,Thursday,3,2023,False,Autumn,420,965.7142857142857,1765.0,2360.0,1,30.0,344
313,2023-03-21,CUST313,Female,55,Beauty,3,500,1500,3,21,Tuesday,1,2023,False,Spring,3500,1503.5714285714287,2950.0,525.0,1,500.0,301
314,2023-04-08,CUST314,Male,52,Clothing,4,30,120,4,8,Saturday,2,2023,True,Spring,2450,2224.285714285714,1200.0,200.0,1,30.0,344
315,2023-06-01,CUST315,Male,47,Clothing,2,30,60,6,1,Thursday,2,2023,False,Summer,160,1156.4285714285713,2300.0,2600.0,1,30.0,344
316,2023-04-22,CUST316,Female,48,Clothing,2,25,50,4,22,Saturday,2,2023,True,Spring,225,1045.7142857142858,170.0,700.0,1,25.0,344
317,2023-01-30,CUST317,Male,22,Electronics,3,30,90,1,30,Monday,1,2023,False,Winter,740,1066.4285714285713,600.0,3120.0,1,30.0,337
318,2023-10-24,CUST318,Male,61,Clothing,1,25,25,10,24,Tuesday,4,2023,False,Autumn,2200,1276.4285714285713,800.0,175.0,1,25.0,344
319,2023-10-05,CUST319,Male,31,Clothing,1,500,500,10,5,Thursday,4,2023,False,Autumn,530,2172.1428571428573,3010.0,425.0,1,500.0,344
320,2023-02-01,CUST320,Female,28,Electronics,4,300,1200,2,1,Wednesday,1,2023,False,Winter,4700,1709.2857142857142,2100.0,50.0,1,300.0,337
321,2023-06-10,CUST321,Female,26,Electronics,2,25,50,6,10,Saturday,2,2023,True,Summer,2750,1357.142857142857,1820.0,1025.0,1,25.0,337
322,2023-01-30,CUST322,Male,51,Electronics,1,500,500,1,30,Monday,1,2023,False,Winter,740,1066.4285714285713,600.0,3120.0,1,500.0,337
323,2023-01-26,CUST323,Female,29,Beauty,3,300,900,1,26,Thursday,1,2023,False,Winter,2570,1504.2857142857142,50.0,30.0,1,300.0,301
324,2023-10-27,CUST324,Female,52,Electronics,3,50,150,10,27,Friday,4,2023,False,Autumn,3650,1841.4285714285713,740.0,50.0,1,50.0,337
325,2023-09-02,CUST325,Female,52,Electronics,2,25,50,9,2,Saturday,3,2023,True,Autumn,1370,1537.857142857143,1375.0,395.0,1,25.0,337
326,2023-09-15,CUST326,Female,18,Clothing,3,25,75,9,15,Friday,3,2023,False,Autumn,75,721.4285714285714,1200.0,420.0,1,25.0,344
327,2023-09-29,CUST327,Male,57,Electronics,3,50,150,9,29,Friday,3,2023,False,Autumn,2550,685.0,425.0,105.0,1,50.0,337
328,2023-03-22,CUST328,Male,39,Beauty,2,50,100,3,22,Wednesday,1,2023,False,Spring,1390,1659.2857142857142,3500.0,300.0,1,50.0,301
329,2023-01-30,CUST329,Female,46,Electronics,4,25,100,1,30,Monday,1,2023,False,Winter,740,1066.4285714285713,600.0,3120.0,1,25.0,337
330,2023-09-18,CUST330,Female,25,Beauty,4,50,200,9,18,Monday,3,2023,False,Autumn,1000,1053.5714285714287,700.0,200.0,1,50.0,301
331,2023-02-11,CUST331,Male,28,Electronics,3,30,90,2,11,Saturday,1,2023,True,Winter,2215,1381.4285714285713,1900.0,1120.0,1,30.0,337
332,2023-04-06,CUST332,Male,58,Electronics,4,300,1200,4,6,Thursday,2,2023,False,Spring,1200,1902.857142857143,2100.0,500.0,1,300.0,337
333,2023-02-05,CUST333,Female,54,Electronics,4,300,1200,2,5,Sunday,1,2023,True,Winter,1805,1867.142857142857,1120.0,600.0,1,300.0,337
334,2023-11-01,CUST334,Male,31,Electronics,3,300,900,11,1,Wednesday,4,2023,False,Autumn,1450,1779.2857142857142,1790.0,2200.0,1,300.0,337
335,2023-02-04,CUST335,Female,47,Beauty,4,30,120,2,4,Saturday,1,2023,True,Winter,1120,1695.0,1230.0,1020.0,1,30.0,301
336,2023-12-12,CUST336,Female,52,Beauty,3,50,150,12,12,Tuesday,4,2023,False,Winter,200,1947.857142857143,950.0,2475.0,1,50.0,301
337,2023-05-01,CUST337,Male,38,Clothing,1,500,500,5,1,Monday,2,2023,False,Spring,625,676.4285714285714,155.0,170.0,1,500.0,344
338,2023-07-26,CUST338,Male,54,Beauty,2,50,100,7,26,Wednesday,3,2023,False,Summer,1000,1831.4285714285713,2000.0,950.0,1,50.0,301
339,2023-03-03,CUST339,Female,22,Electronics,2,25,50,3,3,Friday,1,2023,False,Spring,970,1190.7142857142858,300.0,3200.0,1,25.0,337
340,2023-10-19,CUST340,Female,36,Clothing,4,300,1200,10,19,Thursday,4,2023,False,Autumn,1860,1386.4285714285713,2025.0,475.0,1,300.0,344
341,2023-05-07,CUST341,Male,31,Clothing,4,50,200,5,7,Sunday,2,2023,True,Spring,995,819.2857142857143,990.0,155.0,1,50.0,344
342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000,10,24,Tuesday,4,2023,False,Autumn,2200,1276.4285714285713,800.0,175.0,1,500.0,344
343,2023-11-01,CUST343,Male,21,Electronics,2,25,50,11,1,Wednesday,4,2023,False,Autumn,1450,1779.2857142857142,1790.0,2200.0,1,25.0,337
344,2023-01-21,CUST344,Female,42,Beauty,1,30,30,1,21,Saturday,1,2023,True,Winter,2090,1442.857142857143,125.0,1930.0,1,30.0,301
345,2023-11-14,CUST345,Male,62,Electronics,1,30,30,11,14,Tuesday,4,2023,False,Autumn,1080,1073.5714285714287,1225.0,2700.0,1,30.0,337
346,2023-02-11,CUST346,Male,59,Clothing,2,500,1000,2,11,Saturday,1,2023,True,Winter,2215,1381.4285714285713,1900.0,1120.0,1,500.0,344
347,2023-08-03,CUST347,Male,42,Electronics,1,25,25,8,3,Thursday,3,2023,False,Summer,375,991.4285714285714,50.0,1190.0,1,25.0,337
348,2023-12-03,CUST348,Female,35,Electronics,2,300,600,12,3,Sunday,4,2023,True,Winter,600,950.0,3030.0,1600.0,1,300.0,337
349,2023-10-26,CUST349,Female,57,Beauty,1,50,50,10,26,Thursday,4,2023,False,Autumn,740,1327.142857142857,3500.0,1860.0,1,50.0,301
350,2023-10-17,CUST350,Male,25,Beauty,3,25,75,10,17,Tuesday,4,2023,False,Autumn,175,1220.7142857142858,2860.0,2120.0,1,25.0,301
351,2023-09-25,CUST351,Female,56,Clothing,3,30,90,9,25,Monday,3,2023,False,Autumn,1090,426.42857142857144,390.0,700.0,1,30.0,344
352,2023-06-11,CUST352,Male,57,Electronics,2,500,1000,6,11,Sunday,2,2023,True,Summer,3300,1681.4285714285713,2750.0,1030.0,1,500.0,337
353,2023-05-14,CUST353,Male,31,Electronics,1,500,500,5,14,Sunday,2,2023,True,Spring,1060,1292.857142857143,800.0,995.0,1,500.0,337
354,2023-04-15,CUST354,Female,49,Beauty,4,50,200,4,15,Saturday,2,2023,True,Spring,700,1063.5714285714287,360.0,1200.0,1,50.0,301
355,2023-12-09,CUST355,Female,55,Electronics,1,500,500,12,9,Saturday,4,2023,True,Winter,3925,2267.1428571428573,2800.0,3030.0,1,500.0,337
356,2023-06-10,CUST356,Male,50,Electronics,3,500,1500,6,10,Saturday,2,2023,True,Summer,2750,1357.142857142857,1820.0,1025.0,1,500.0,337
357,2023-05-03,CUST357,Female,40,Electronics,3,25,75,5,3,Wednesday,2,2023,False,Spring,300,681.4285714285714,165.0,270.0,1,25.0,337
358,2023-05-16,CUST358,Female,32,Beauty,1,300,300,5,16,Tuesday,2,2023,False,Spring,7260,1875.7142857142858,1680.0,660.0,1,300.0,301
